valid_time,t2m
2023-07-01 01:32:00,14.8462305
2023-07-01 01:33:00,14.841962
2023-07-01 01:34:00,14.837693
2023-07-01 01:35:00,14.833425
2023-07-01 01:36:00,14.829157
2023-07-01 01:37:00,14.824888
2023-07-01 01:38:00,14.82062
2023-07-01 01:39:00,14.816351
2023-07-01 01:40:00,14.812083
2023-07-01 01:41:00,14.807815
2023-07-01 01:42:00,14.803546
2023-07-01 01:43:00,14.799277
2023-07-01 01:44:00,14.79501
2023-07-01 01:45:00,14.790741
2023-07-01 01:46:00,14.786472
2023-07-01 01:47:00,14.782205
2023-07-01 01:48:00,14.777936
2023-07-01 01:49:00,14.773667
2023-07-01 01:50:00,14.769399
2023-07-01 01:51:00,14.765131
2023-07-01 01:52:00,14.760862
2023-07-01 01:53:00,14.756594
2023-07-01 01:54:00,14.752325
2023-07-01 01:55:00,14.748057
2023-07-01 01:56:00,14.743789
2023-07-01 01:57:00,14.73952
2023-07-01 01:58:00,14.735251
2023-07-01 01:59:00,14.730984
2023-07-01 02:00:00,14.726715
2023-07-01 02:01:00,14.722756
2023-07-01 02:02:00,14.718797
2023-07-01 02:03:00,14.714838
2023-07-01 02:04:00,14.710878
2023-07-01 02:05:00,14.70692
2023-07-01 02:06:00,14.70296
2023-07-01 02:07:00,14.699001
2023-07-01 02:08:00,14.695042
2023-07-01 02:09:00,14.691083
2023-07-01 02:10:00,14.687123
2023-07-01 02:11:00,14.683165
2023-07-01 02:12:00,14.679205
2023-07-01 02:13:00,14.675246
2023-07-01 02:14:00,14.671287
2023-07-01 02:15:00,14.667328
2023-07-01 02:16:00,14.663369
2023-07-01 02:17:00,14.6594095
2023-07-01 02:18:00,14.655451
2023-07-01 02:19:00,14.651491
2023-07-01 02:20:00,14.647532
2023-07-01 02:21:00,14.643573
2023-07-01 02:22:00,14.639614
2023-07-01 02:23:00,14.635654
2023-07-01 02:24:00,14.631696
2023-07-01 02:25:00,14.627736
2023-07-01 02:26:00,14.623777
2023-07-01 02:27:00,14.619818
2023-07-01 02:28:00,14.615859
2023-07-01 02:29:00,14.611899
2023-07-01 02:30:00,14.607941
2023-07-01 02:31:00,14.603982
2023-07-01 02:32:00,14.600022
2023-07-01 02:33:00,14.596064
2023-07-01 02:34:00,14.592104
2023-07-01 02:35:00,14.588145
2023-07-01 02:36:00,14.584186
2023-07-01 02:37:00,14.580227
2023-07-01 02:38:00,14.576267
2023-07-01 02:39:00,14.572309
2023-07-01 02:40:00,14.568349
2023-07-01 02:41:00,14.56439
2023-07-01 02:42:00,14.560431
2023-07-01 02:43:00,14.556472
2023-07-01 02:44:00,14.552512
2023-07-01 02:45:00,14.548553
2023-07-01 02:46:00,14.544595
2023-07-01 02:47:00,14.540635
2023-07-01 02:48:00,14.536676
2023-07-01 02:49:00,14.532717
2023-07-01 02:50:00,14.528758
2023-07-01 02:51:00,14.524798
2023-07-01 02:52:00,14.52084
2023-07-01 02:53:00,14.51688
2023-07-01 02:54:00,14.512921
2023-07-01 02:55:00,14.508962
2023-07-01 02:56:00,14.505003
2023-07-01 02:57:00,14.501043
2023-07-01 02:58:00,14.497085
2023-07-01 02:59:00,14.493125
2023-07-01 03:00:00,14.489166
2023-07-01 03:01:00,14.485842
2023-07-01 03:02:00,14.482517
2023-07-01 03:03:00,14.479193
2023-07-01 03:04:00,14.475869
2023-07-01 03:05:00,14.472545
2023-07-01 03:06:00,14.46922
2023-07-01 03:07:00,14.465896
2023-07-01 03:08:00,14.462571
2023-07-01 03:09:00,14.459247
2023-07-01 03:10:00,14.455922
2023-07-01 03:11:00,14.452598
2023-07-01 03:12:00,14.449274
2023-07-01 03:13:00,14.44595
2023-07-01 03:14:00,14.442625
2023-07-01 03:15:00,14.439301
2023-07-01 03:16:00,14.435976
2023-07-01 03:17:00,14.4326515
2023-07-01 03:18:00,14.429327
2023-07-01 03:19:00,14.426003
2023-07-01 03:20:00,14.422679
2023-07-01 03:21:00,14.419354
2023-07-01 03:22:00,14.41603
2023-07-01 03:23:00,14.412705
2023-07-01 03:24:00,14.409381
2023-07-01 03:25:00,14.406056
2023-07-01 03:26:00,14.402732
2023-07-01 03:27:00,14.399408
2023-07-01 03:28:00,14.396084
2023-07-01 03:29:00,14.392759
2023-07-01 03:30:00,14.389435
2023-07-01 03:31:00,14.38611
2023-07-01 03:32:00,14.382786
2023-07-01 03:33:00,14.379461
2023-07-01 03:34:00,14.376138
2023-07-01 03:35:00,14.372813
2023-07-01 03:36:00,14.369489
2023-07-01 03:37:00,14.366164
2023-07-01 03:38:00,14.36284
2023-07-01 03:39:00,14.359515
2023-07-01 03:40:00,14.356191
2023-07-01 03:41:00,14.352866
2023-07-01 03:42:00,14.349543
2023-07-01 03:43:00,14.346218
2023-07-01 03:44:00,14.342894
2023-07-01 03:45:00,14.339569
2023-07-01 03:46:00,14.336245
2023-07-01 03:47:00,14.33292
2023-07-01 03:48:00,14.329596
2023-07-01 03:49:00,14.326272
2023-07-01 03:50:00,14.3229475
2023-07-01 03:51:00,14.319623
2023-07-01 03:52:00,14.3162985
2023-07-01 03:53:00,14.312974
2023-07-01 03:54:00,14.309649
2023-07-01 03:55:00,14.306325
2023-07-01 03:56:00,14.303
2023-07-01 03:57:00,14.299677
2023-07-01 03:58:00,14.296352
2023-07-01 03:59:00,14.293028
2023-07-01 04:00:00,14.289703
2023-07-01 04:01:00,14.28898
2023-07-01 04:02:00,14.288255
2023-07-01 04:03:00,14.287531
2023-07-01 04:04:00,14.286806
2023-07-01 04:05:00,14.286082
2023-07-01 04:06:00,14.285357
2023-07-01 04:07:00,14.284634
2023-07-01 04:08:00,14.283909
2023-07-01 04:09:00,14.283185
2023-07-01 04:10:00,14.28246
2023-07-01 04:11:00,14.281736
2023-07-01 04:12:00,14.281012
2023-07-01 04:13:00,14.280288
2023-07-01 04:14:00,14.279563
2023-07-01 04:15:00,14.278839
2023-07-01 04:16:00,14.278115
2023-07-01 04:17:00,14.2773905
2023-07-01 04:18:00,14.276667
2023-07-01 04:19:00,14.275942
2023-07-01 04:20:00,14.275218
2023-07-01 04:21:00,14.274493
2023-07-01 04:22:00,14.273769
2023-07-01 04:23:00,14.273045
2023-07-01 04:24:00,14.272321
2023-07-01 04:25:00,14.271596
2023-07-01 04:26:00,14.270872
2023-07-01 04:27:00,14.270147
2023-07-01 04:28:00,14.2694235
2023-07-01 04:29:00,14.268699
2023-07-01 04:30:00,14.267975
2023-07-01 04:31:00,14.267251
2023-07-01 04:32:00,14.266526
2023-07-01 04:33:00,14.265802
2023-07-01 04:34:00,14.265078
2023-07-01 04:35:00,14.264354
2023-07-01 04:36:00,14.263629
2023-07-01 04:37:00,14.262905
2023-07-01 04:38:00,14.26218
2023-07-01 04:39:00,14.2614565
2023-07-01 04:40:00,14.260732
2023-07-01 04:41:00,14.260008
2023-07-01 04:42:00,14.259283
2023-07-01 04:43:00,14.258559
2023-07-01 04:44:00,14.257834
2023-07-01 04:45:00,14.257111
2023-07-01 04:46:00,14.256387
2023-07-01 04:47:00,14.255662
2023-07-01 04:48:00,14.254938
2023-07-01 04:49:00,14.254213
2023-07-01 04:50:00,14.2534895
2023-07-01 04:51:00,14.252765
2023-07-01 04:52:00,14.252041
2023-07-01 04:53:00,14.251316
2023-07-01 04:54:00,14.250592
2023-07-01 04:55:00,14.249867
2023-07-01 04:56:00,14.249144
2023-07-01 04:57:00,14.248419
2023-07-01 04:58:00,14.247695
2023-07-01 04:59:00,14.24697
2023-07-01 05:00:00,14.246246
2023-07-01 05:01:00,14.249461
2023-07-01 05:02:00,14.252675
2023-07-01 05:03:00,14.25589
2023-07-01 05:04:00,14.259105
2023-07-01 05:05:00,14.262319
2023-07-01 05:06:00,14.265533
2023-07-01 05:07:00,14.268748
2023-07-01 05:08:00,14.271962
2023-07-01 05:09:00,14.275177
2023-07-01 05:10:00,14.278392
2023-07-01 05:11:00,14.281606
2023-07-01 05:12:00,14.284821
2023-07-01 05:13:00,14.288035
2023-07-01 05:14:00,14.291249
2023-07-01 05:15:00,14.294464
2023-07-01 05:16:00,14.297679
2023-07-01 05:17:00,14.300893
2023-07-01 05:18:00,14.304108
2023-07-01 05:19:00,14.3073225
2023-07-01 05:20:00,14.310536
2023-07-01 05:21:00,14.313751
2023-07-01 05:22:00,14.316966
2023-07-01 05:23:00,14.32018
2023-07-01 05:24:00,14.323395
2023-07-01 05:25:00,14.32661
2023-07-01 05:26:00,14.3298235
2023-07-01 05:27:00,14.333038
2023-07-01 05:28:00,14.336253
2023-07-01 05:29:00,14.339467
2023-07-01 05:30:00,14.342682
2023-07-01 05:31:00,14.345897
2023-07-01 05:32:00,14.349111
2023-07-01 05:33:00,14.352325
2023-07-01 05:34:00,14.35554
2023-07-01 05:35:00,14.358754
2023-07-01 05:36:00,14.361969
2023-07-01 05:37:00,14.365184
2023-07-01 05:38:00,14.368398
2023-07-01 05:39:00,14.371613
2023-07-01 05:40:00,14.374827
2023-07-01 05:41:00,14.378041
2023-07-01 05:42:00,14.381256
2023-07-01 05:43:00,14.384471
2023-07-01 05:44:00,14.387685
2023-07-01 05:45:00,14.3909
2023-07-01 05:46:00,14.3941145
2023-07-01 05:47:00,14.397328
2023-07-01 05:48:00,14.400543
2023-07-01 05:49:00,14.403758
2023-07-01 05:50:00,14.406972
2023-07-01 05:51:00,14.410187
2023-07-01 05:52:00,14.413402
2023-07-01 05:53:00,14.4166155
2023-07-01 05:54:00,14.41983
2023-07-01 05:55:00,14.423045
2023-07-01 05:56:00,14.426259
2023-07-01 05:57:00,14.429474
2023-07-01 05:58:00,14.432689
2023-07-01 05:59:00,14.435903
2023-07-01 06:00:00,14.439117
2023-07-01 06:01:00,14.4504
2023-07-01 06:02:00,14.461684
2023-07-01 06:03:00,14.472967
2023-07-01 06:04:00,14.484251
2023-07-01 06:05:00,14.495534
2023-07-01 06:06:00,14.506818
2023-07-01 06:07:00,14.518101
2023-07-01 06:08:00,14.529385
2023-07-01 06:09:00,14.540668
2023-07-01 06:10:00,14.551951
2023-07-01 06:11:00,14.563234
2023-07-01 06:12:00,14.574518
2023-07-01 06:13:00,14.585801
2023-07-01 06:14:00,14.597085
2023-07-01 06:15:00,14.608368
2023-07-01 06:16:00,14.619651
2023-07-01 06:17:00,14.630935
2023-07-01 06:18:00,14.642218
2023-07-01 06:19:00,14.6535015
2023-07-01 06:20:00,14.664784
2023-07-01 06:21:00,14.676068
2023-07-01 06:22:00,14.687351
2023-07-01 06:23:00,14.698635
2023-07-01 06:24:00,14.709918
2023-07-01 06:25:00,14.721202
2023-07-01 06:26:00,14.732485
2023-07-01 06:27:00,14.743769
2023-07-01 06:28:00,14.755052
2023-07-01 06:29:00,14.7663355
2023-07-01 06:30:00,14.777618
2023-07-01 06:31:00,14.788901
2023-07-01 06:32:00,14.800185
2023-07-01 06:33:00,14.811468
2023-07-01 06:34:00,14.822752
2023-07-01 06:35:00,14.834035
2023-07-01 06:36:00,14.845319
2023-07-01 06:37:00,14.856602
2023-07-01 06:38:00,14.867886
2023-07-01 06:39:00,14.8791685
2023-07-01 06:40:00,14.890452
2023-07-01 06:41:00,14.901735
2023-07-01 06:42:00,14.913019
2023-07-01 06:43:00,14.924302
2023-07-01 06:44:00,14.935586
2023-07-01 06:45:00,14.946869
2023-07-01 06:46:00,14.958152
2023-07-01 06:47:00,14.969436
2023-07-01 06:48:00,14.980719
2023-07-01 06:49:00,14.9920025
2023-07-01 06:50:00,15.003285
2023-07-01 06:51:00,15.014569
2023-07-01 06:52:00,15.025852
2023-07-01 06:53:00,15.037136
2023-07-01 06:54:00,15.048419
2023-07-01 06:55:00,15.059703
2023-07-01 06:56:00,15.070986
2023-07-01 06:57:00,15.08227
2023-07-01 06:58:00,15.093553
2023-07-01 06:59:00,15.104836
2023-07-01 07:00:00,15.116119
2023-07-01 07:01:00,15.126495
2023-07-01 07:02:00,15.136871
2023-07-01 07:03:00,15.147247
2023-07-01 07:04:00,15.157623
2023-07-01 07:05:00,15.167999
2023-07-01 07:06:00,15.178375
2023-07-01 07:07:00,15.188751
2023-07-01 07:08:00,15.199127
2023-07-01 07:09:00,15.209503
2023-07-01 07:10:00,15.219879
2023-07-01 07:11:00,15.230255
2023-07-01 07:12:00,15.240631
2023-07-01 07:13:00,15.251007
2023-07-01 07:14:00,15.261383
2023-07-01 07:15:00,15.271759
2023-07-01 07:16:00,15.282135
2023-07-01 07:17:00,15.292511
2023-07-01 07:18:00,15.302887
2023-07-01 07:19:00,15.313263
2023-07-01 07:20:00,15.323639
2023-07-01 07:21:00,15.334015
2023-07-01 07:22:00,15.344391
2023-07-01 07:23:00,15.354767
2023-07-01 07:24:00,15.365143
2023-07-01 07:25:00,15.375519
2023-07-01 07:26:00,15.385895
2023-07-01 07:27:00,15.396271
2023-07-01 07:28:00,15.406647
2023-07-01 07:29:00,15.417023
2023-07-01 07:30:00,15.427399
2023-07-01 07:31:00,15.437775
2023-07-01 07:32:00,15.448151
2023-07-01 07:33:00,15.458527
2023-07-01 07:34:00,15.468903
2023-07-01 07:35:00,15.479279
2023-07-01 07:36:00,15.489655
2023-07-01 07:37:00,15.5000305
2023-07-01 07:38:00,15.5104065
2023-07-01 07:39:00,15.520782
2023-07-01 07:40:00,15.531158
2023-07-01 07:41:00,15.541534
2023-07-01 07:42:00,15.55191
2023-07-01 07:43:00,15.562286
2023-07-01 07:44:00,15.572662
2023-07-01 07:45:00,15.583038
2023-07-01 07:46:00,15.593414
2023-07-01 07:47:00,15.60379
2023-07-01 07:48:00,15.614166
2023-07-01 07:49:00,15.624542
2023-07-01 07:50:00,15.634918
2023-07-01 07:51:00,15.645294
2023-07-01 07:52:00,15.65567
2023-07-01 07:53:00,15.666046
2023-07-01 07:54:00,15.676422
2023-07-01 07:55:00,15.686798
2023-07-01 07:56:00,15.697174
2023-07-01 07:57:00,15.70755
2023-07-01 07:58:00,15.717926
2023-07-01 07:59:00,15.728302
2023-07-01 08:00:00,15.738678
2023-07-01 08:01:00,15.754185
2023-07-01 08:02:00,15.769692
2023-07-01 08:03:00,15.785199
2023-07-01 08:04:00,15.800706
2023-07-01 08:05:00,15.816213
2023-07-01 08:06:00,15.83172
2023-07-01 08:07:00,15.847227
2023-07-01 08:08:00,15.862734
2023-07-01 08:09:00,15.878241
2023-07-01 08:10:00,15.893748
2023-07-01 08:11:00,15.909255
2023-07-01 08:12:00,15.924762
2023-07-01 08:13:00,15.9402685
2023-07-01 08:14:00,15.955776
2023-07-01 08:15:00,15.971283
2023-07-01 08:16:00,15.98679
2023-07-01 08:17:00,16.002296
2023-07-01 08:18:00,16.017803
2023-07-01 08:19:00,16.033312
2023-07-01 08:20:00,16.048819
2023-07-01 08:21:00,16.064325
2023-07-01 08:22:00,16.079832
2023-07-01 08:23:00,16.095339
2023-07-01 08:24:00,16.110846
2023-07-01 08:25:00,16.126352
2023-07-01 08:26:00,16.14186
2023-07-01 08:27:00,16.157368
2023-07-01 08:28:00,16.172874
2023-07-01 08:29:00,16.188381
2023-07-01 08:30:00,16.203888
2023-07-01 08:31:00,16.219395
2023-07-01 08:32:00,16.234901
2023-07-01 08:33:00,16.250408
2023-07-01 08:34:00,16.265917
2023-07-01 08:35:00,16.281424
2023-07-01 08:36:00,16.29693
2023-07-01 08:37:00,16.312437
2023-07-01 08:38:00,16.327944
2023-07-01 08:39:00,16.34345
2023-07-01 08:40:00,16.358957
2023-07-01 08:41:00,16.374464
2023-07-01 08:42:00,16.389973
2023-07-01 08:43:00,16.40548
2023-07-01 08:44:00,16.420986
2023-07-01 08:45:00,16.436493
2023-07-01 08:46:00,16.452
2023-07-01 08:47:00,16.467506
2023-07-01 08:48:00,16.483013
2023-07-01 08:49:00,16.498522
2023-07-01 08:50:00,16.514029
2023-07-01 08:51:00,16.529535
2023-07-01 08:52:00,16.545042
2023-07-01 08:53:00,16.560549
2023-07-01 08:54:00,16.576056
2023-07-01 08:55:00,16.591562
2023-07-01 08:56:00,16.607069
2023-07-01 08:57:00,16.622578
2023-07-01 08:58:00,16.638084
2023-07-01 08:59:00,16.653591
2023-07-01 09:00:00,16.669098
2023-07-01 09:01:00,16.683197
2023-07-01 09:02:00,16.697296
2023-07-01 09:03:00,16.711395
2023-07-01 09:04:00,16.725494
2023-07-01 09:05:00,16.739594
2023-07-01 09:06:00,16.753693
2023-07-01 09:07:00,16.767792
2023-07-01 09:08:00,16.78189
2023-07-01 09:09:00,16.79599
2023-07-01 09:10:00,16.81009
2023-07-01 09:11:00,16.824188
2023-07-01 09:12:00,16.838287
2023-07-01 09:13:00,16.852386
2023-07-01 09:14:00,16.866486
2023-07-01 09:15:00,16.880585
2023-07-01 09:16:00,16.894684
2023-07-01 09:17:00,16.908783
2023-07-01 09:18:00,16.922882
2023-07-01 09:19:00,16.936981
2023-07-01 09:20:00,16.95108
2023-07-01 09:21:00,16.96518
2023-07-01 09:22:00,16.979279
2023-07-01 09:23:00,16.993378
2023-07-01 09:24:00,17.007477
2023-07-01 09:25:00,17.021576
2023-07-01 09:26:00,17.035675
2023-07-01 09:27:00,17.049774
2023-07-01 09:28:00,17.063873
2023-07-01 09:29:00,17.077972
2023-07-01 09:30:00,17.092072
2023-07-01 09:31:00,17.10617
2023-07-01 09:32:00,17.12027
2023-07-01 09:33:00,17.134369
2023-07-01 09:34:00,17.148468
2023-07-01 09:35:00,17.162567
2023-07-01 09:36:00,17.176666
2023-07-01 09:37:00,17.190765
2023-07-01 09:38:00,17.204865
2023-07-01 09:39:00,17.218964
2023-07-01 09:40:00,17.233063
2023-07-01 09:41:00,17.247162
2023-07-01 09:42:00,17.261261
2023-07-01 09:43:00,17.27536
2023-07-01 09:44:00,17.28946
2023-07-01 09:45:00,17.303558
2023-07-01 09:46:00,17.317657
2023-07-01 09:47:00,17.331757
2023-07-01 09:48:00,17.345856
2023-07-01 09:49:00,17.359955
2023-07-01 09:50:00,17.374054
2023-07-01 09:51:00,17.388153
2023-07-01 09:52:00,17.402252
2023-07-01 09:53:00,17.416351
2023-07-01 09:54:00,17.43045
2023-07-01 09:55:00,17.44455
2023-07-01 09:56:00,17.458649
2023-07-01 09:57:00,17.472748
2023-07-01 09:58:00,17.486847
2023-07-01 09:59:00,17.500946
2023-07-01 10:00:00,17.515045
2023-07-01 10:01:00,17.52304
2023-07-01 10:02:00,17.531036
2023-07-01 10:03:00,17.539032
2023-07-01 10:04:00,17.547028
2023-07-01 10:05:00,17.555023
2023-07-01 10:06:00,17.563019
2023-07-01 10:07:00,17.571014
2023-07-01 10:08:00,17.57901
2023-07-01 10:09:00,17.587006
2023-07-01 10:10:00,17.595001
2023-07-01 10:11:00,17.602997
2023-07-01 10:12:00,17.610992
2023-07-01 10:13:00,17.618988
2023-07-01 10:14:00,17.626984
2023-07-01 10:15:00,17.63498
2023-07-01 10:16:00,17.642975
2023-07-01 10:17:00,17.65097
2023-07-01 10:18:00,17.658966
2023-07-01 10:19:00,17.666962
2023-07-01 10:20:00,17.674957
2023-07-01 10:21:00,17.682953
2023-07-01 10:22:00,17.690948
2023-07-01 10:23:00,17.698944
2023-07-01 10:24:00,17.70694
2023-07-01 10:25:00,17.714935
2023-07-01 10:26:00,17.72293
2023-07-01 10:27:00,17.730927
2023-07-01 10:28:00,17.738922
2023-07-01 10:29:00,17.746918
2023-07-01 10:30:00,17.754913
2023-07-01 10:31:00,17.762909
2023-07-01 10:32:00,17.770905
2023-07-01 10:33:00,17.7789
2023-07-01 10:34:00,17.786896
2023-07-01 10:35:00,17.794891
2023-07-01 10:36:00,17.802887
2023-07-01 10:37:00,17.810883
2023-07-01 10:38:00,17.818878
2023-07-01 10:39:00,17.826874
2023-07-01 10:40:00,17.83487
2023-07-01 10:41:00,17.842865
2023-07-01 10:42:00,17.85086
2023-07-01 10:43:00,17.858856
2023-07-01 10:44:00,17.866852
2023-07-01 10:45:00,17.874847
2023-07-01 10:46:00,17.882843
2023-07-01 10:47:00,17.890839
2023-07-01 10:48:00,17.898834
2023-07-01 10:49:00,17.90683
2023-07-01 10:50:00,17.914825
2023-07-01 10:51:00,17.922821
2023-07-01 10:52:00,17.930817
2023-07-01 10:53:00,17.938812
2023-07-01 10:54:00,17.946808
2023-07-01 10:55:00,17.954803
2023-07-01 10:56:00,17.9628
2023-07-01 10:57:00,17.970795
2023-07-01 10:58:00,17.97879
2023-07-01 10:59:00,17.986786
2023-07-01 11:00:00,17.994781
2023-07-01 11:01:00,17.9909
2023-07-01 11:02:00,17.987019
2023-07-01 11:03:00,17.983135
2023-07-01 11:04:00,17.979254
2023-07-01 11:05:00,17.975372
2023-07-01 11:06:00,17.97149
2023-07-01 11:07:00,17.96761
2023-07-01 11:08:00,17.963726
2023-07-01 11:09:00,17.959845
2023-07-01 11:10:00,17.955963
2023-07-01 11:11:00,17.952082
2023-07-01 11:12:00,17.9482
2023-07-01 11:13:00,17.944317
2023-07-01 11:14:00,17.940435
2023-07-01 11:15:00,17.936554
2023-07-01 11:16:00,17.932673
2023-07-01 11:17:00,17.928791
2023-07-01 11:18:00,17.924908
2023-07-01 11:19:00,17.921026
2023-07-01 11:20:00,17.917145
2023-07-01 11:21:00,17.913263
2023-07-01 11:22:00,17.909382
2023-07-01 11:23:00,17.905499
2023-07-01 11:24:00,17.901617
2023-07-01 11:25:00,17.897736
2023-07-01 11:26:00,17.893854
2023-07-01 11:27:00,17.889973
2023-07-01 11:28:00,17.88609
2023-07-01 11:29:00,17.882208
2023-07-01 11:30:00,17.878326
2023-07-01 11:31:00,17.874445
2023-07-01 11:32:00,17.870564
2023-07-01 11:33:00,17.86668
2023-07-01 11:34:00,17.862799
2023-07-01 11:35:00,17.858917
2023-07-01 11:36:00,17.855036
2023-07-01 11:37:00,17.851154
2023-07-01 11:38:00,17.847271
2023-07-01 11:39:00,17.84339
2023-07-01 11:40:00,17.839508
2023-07-01 11:41:00,17.835627
2023-07-01 11:42:00,17.831745
2023-07-01 11:43:00,17.827862
2023-07-01 11:44:00,17.82398
2023-07-01 11:45:00,17.820099
2023-07-01 11:46:00,17.816217
2023-07-01 11:47:00,17.812336
2023-07-01 11:48:00,17.808453
2023-07-01 11:49:00,17.804571
2023-07-01 11:50:00,17.80069
2023-07-01 11:51:00,17.796808
2023-07-01 11:52:00,17.792927
2023-07-01 11:53:00,17.789043
2023-07-01 11:54:00,17.785162
2023-07-01 11:55:00,17.78128
2023-07-01 11:56:00,17.7774
2023-07-01 11:57:00,17.773518
2023-07-01 11:58:00,17.769634
2023-07-01 11:59:00,17.765753
2023-07-01 12:00:00,17.761871
2023-07-01 12:01:00,17.756863
2023-07-01 12:02:00,17.751854
2023-07-01 12:03:00,17.746845
2023-07-01 12:04:00,17.741835
2023-07-01 12:05:00,17.736826
2023-07-01 12:06:00,17.731817
2023-07-01 12:07:00,17.726809
2023-07-01 12:08:00,17.7218
2023-07-01 12:09:00,17.716791
2023-07-01 12:10:00,17.711782
2023-07-01 12:11:00,17.706774
2023-07-01 12:12:00,17.701763
2023-07-01 12:13:00,17.696754
2023-07-01 12:14:00,17.691746
2023-07-01 12:15:00,17.686737
2023-07-01 12:16:00,17.681728
2023-07-01 12:17:00,17.67672
2023-07-01 12:18:00,17.671711
2023-07-01 12:19:00,17.6667
2023-07-01 12:20:00,17.661692
2023-07-01 12:21:00,17.656683
2023-07-01 12:22:00,17.651674
2023-07-01 12:23:00,17.646666
2023-07-01 12:24:00,17.641657
2023-07-01 12:25:00,17.636648
2023-07-01 12:26:00,17.63164
2023-07-01 12:27:00,17.626629
2023-07-01 12:28:00,17.62162
2023-07-01 12:29:00,17.616611
2023-07-01 12:30:00,17.611603
2023-07-01 12:31:00,17.606594
2023-07-01 12:32:00,17.601585
2023-07-01 12:33:00,17.596577
2023-07-01 12:34:00,17.591566
2023-07-01 12:35:00,17.586557
2023-07-01 12:36:00,17.581549
2023-07-01 12:37:00,17.57654
2023-07-01 12:38:00,17.571531
2023-07-01 12:39:00,17.566523
2023-07-01 12:40:00,17.561514
2023-07-01 12:41:00,17.556505
2023-07-01 12:42:00,17.551495
2023-07-01 12:43:00,17.546486
2023-07-01 12:44:00,17.541477
2023-07-01 12:45:00,17.536469
2023-07-01 12:46:00,17.53146
2023-07-01 12:47:00,17.526451
2023-07-01 12:48:00,17.521442
2023-07-01 12:49:00,17.516432
2023-07-01 12:50:00,17.511423
2023-07-01 12:51:00,17.506414
2023-07-01 12:52:00,17.501406
2023-07-01 12:53:00,17.496397
2023-07-01 12:54:00,17.491388
